No.000
 3/10 13:21:05,  37.8,  72.6,  69.5,  70.8,  20.0, 120.0,  0.02,  500,   13,  20.0
 3/10 13:21:14,  37.5,  72.1,  69.1,  70.4,  20.0, 120.0,  0.02,  504,   13,  20.0
 3/10 13:21:22,  37.3,  71.6,  68.7,  70.0,  20.0, 120.0,  0.02,  500,   13,  20.0
 3/10 13:21:32,  37.0,  70.8,  68.1,  69.5,  20.0, 120.0,  0.02,  500,   14,  20.0
 3/10 13:21:39,  36.8,  70.3,  67.7,  69.0,  20.0, 120.0,  0.02,  504,   13,  20.0
 3/10 13:21:47,  36.5,  70.0,  67.3,  68.6,  20.0, 120.0,  0.02,  502,   12,  20.0
 3/10 13:21:54,  36.4,  69.8,  66.9,  68.2,  20.0, 120.0,  0.02,  500,   12,  20.0
 3/10 13:22:01,  36.2,  69.8,  66.6,  67.9,  20.0, 120.0,  0.02,  502,   11,  20.0
 3/10 13:22:08,  36.0,  69.8,  66.3,  67.6,  20.0, 120.0,  0.02,  502,   13,  20.0
 3/10 13:22:15,  35.9,  69.8,  65.8,  67.1,  20.0, 120.0,  0.02,  498,   13,  20.0
 3/10 13:22:22,  35.7,  69.8,  65.4,  66.7,  20.0, 120.0,  0.02,  502,   11,  20.0
 3/10 13:22:31,  35.6,  69.8,  65.1,  66.3,  20.0, 120.0,  0.02,  495,   13,  20.0
 3/10 13:22:38,  35.4,  69.8,  64.6,  65.9,  20.0, 120.0,  0.02,  501,   13,  20.0
 3/10 13:22:45,  35.2,  69.8,  64.3,  65.5,  20.0, 120.0,  0.01,  498,   12,  20.0
 3/10 13:22:52,  35.0,  69.8,  63.9,  65.2,  20.0, 120.0,  0.02,  504,   14,  20.0
 3/10 13:23:00,  34.9,  69.8,  63.6,  64.9,  20.0, 120.0,  0.02,  502,   14,  20.0
 3/10 13:23:07,  34.8,  69.8,  63.3,  64.6,  20.0, 120.0,  0.02,  500,   13,  20.0
 3/10 13:23:13,  34.6,  69.8,  62.9,  64.2,  20.0, 120.0,  0.02,  497,   13,  20.0
 3/10 13:23:20,  34.5,  69.8,  62.6,  63.9,  20.0, 120.0,  0.02,  496,   13,  20.0
 3/10 13:23:27,  34.4,  69.8,  62.4,  63.7,  20.0, 120.0,  0.02,  500,   13,  20.0
 3/10 13:23:33,  34.3,  69.8,  62.0,  63.3,  20.0, 120.0,  0.01,  502,   14,  20.0
 3/10 13:23:39,  34.1,  69.8,  61.8,  63.0,  20.0, 120.0,  0.02,  503,   13,  20.0
 3/10 13:23:44,  34.1,  69.8,  61.5,  62.8,  20.0, 120.0,  0.02,  500,   12,  20.0
 3/10 13:23:49,  34.0,  69.8,  61.3,  62.5,  20.0, 120.0,  0.02,  503,   13,  20.0
 3/10 13:23:55,  33.9,  69.8,  61.0,  62.3,  20.0, 120.0,  0.02,  499,   13,  20.0
 3/10 13:24:01,  33.8,  69.8,  60.8,  62.1,  20.0, 120.0,  0.01,  500,   14,  20.0
 3/10 13:24:07,  33.7,  69.8,  60.6,  61.7,  20.0, 120.0,  0.02,  498,   11,  20.0
 3/10 13:24:14,  33.6,  69.8,  60.3,  61.5,  20.0, 120.0,  0.01,  498,   11,  20.0
 3/10 13:24:20,  33.5,  69.8,  60.0,  61.2,  20.0, 120.0,  0.01,  499,   13,  20.0
 3/10 13:24:26,  33.4,  69.8,  59.7,  61.0,  20.0, 120.0,  0.01,  498,   13,  20.0
 3/10 13:24:33,  33.3,  69.8,  59.5,  60.7,  20.0, 120.0,  0.02,  499,   13,  20.0
 3/10 13:24:39,  33.2,  69.8,  59.2,  60.4,  20.0, 120.0,  0.02,  498,   13,  20.0
 3/10 13:24:46,  33.1,  69.8,  58.9,  60.1,  20.0, 120.0,  0.01,  504,   14,  20.0
 3/10 13:24:52,  33.0,  69.8,  58.6,  59.9,  20.0, 120.0,  0.02,  502,   13,  20.0
