No.000,,,,,,,,
 9/ 8 07:52:43,0,22.6,0,47.3,0,73.2,0,30.4
 9/ 8 07:52:49,0,22.6,0,47,0,73.2,0,30.3
 9/ 8 07:52:55,0,22.8,0,46.5,0,73.2,0,31.5
 9/ 8 07:53:01,0,22.7,0,46.2,0,73.3,0,31.5
 9/ 8 07:53:07,0,22.6,0,46.1,0,73.2,0,31.5
 9/ 8 07:53:13,0,22.6,0,46.2,0,73.2,0,31.5
 9/ 8 07:53:19,0,22.6,0,46.2,0,73.3,0,31.5
 9/ 8 07:53:25,0,22.7,0,46.2,0,73.2,0,31.5
 9/ 8 07:53:31,0,22.7,0,46.4,0,73.2,0,31.5
 9/ 8 07:53:37,0,22.6,0,46.5,0,73.2,0,31.5
 9/ 8 07:53:43,0,22.7,0,45.3,0,73.2,0,31.5
 9/ 8 07:53:49,0,22.7,0,45.2,0,73.2,0,31.6
 9/ 8 07:53:55,0,22.7,0,45.2,0,73.2,0,31.6
 9/ 8 07:54:01,0,22.6,0,45.2,0,73.2,0,31.6
 9/ 8 07:54:07,0,22.7,0,45.2,0,73.2,0,31.6
 9/ 8 07:54:13,0,22.6,0,45.2,0,73.2,0,31.5
 9/ 8 07:54:19,0,22.6,0,45.2,0,73.2,0,31.6
 9/ 8 07:54:25,0,22.6,0,47.3,0,73.2,0,31.6
 9/ 8 07:54:31,0,22.6,0,47.2,0,73.2,0,31.6
 9/ 8 07:54:37,0,22.6,0,47.1,0,73.2,0,31.6
 9/ 8 07:54:43,0,22.6,0,47,0,73.2,0,31.6
 9/ 8 07:54:49,0,22.6,0,47,0,73.2,0,31.6
 9/ 8 07:54:55,0,22.7,0,47.2,0,73.2,0,31.6
 9/ 8 07:55:01,0,22.6,0,47.2,0,73.2,0,31.6
 9/ 8 07:55:07,0,22.6,0,46.7,0,73.2,0,31.6
 9/ 8 07:55:13,0,22.7,0,46.3,0,73.2,0,31.6
 9/ 8 07:55:19,0,22.6,0,46,0,73.2,0,31.6
 9/ 8 07:55:25,0,22.6,0,45.9,0,73.2,0,31.6
 9/ 8 07:55:31,0,22.7,0,46,0,73.2,0,31.6
 9/ 8 07:55:37,0,22.6,0,46.1,0,73.2,0,31.6
 9/ 8 07:55:43,0,22.6,0,46.1,0,70.1,0,31.6
 9/ 8 07:55:49,0,22.6,0,46.1,0,68,0,31.6
 9/ 8 07:55:55,0,22.6,0,46.2,0,65.3,0,31.6
 9/ 8 07:56:01,0,22.6,0,46.2,0,63.9,0,31.6
 9/ 8 07:56:07,0,22.7,0,46.5,0,61.3,0,31.6
 9/ 8 07:56:13,0,22.7,0,48.3,0,58.6,0,31.6
 9/ 8 07:56:19,0,22.6,0,39.8,0,57.1,0,31.6
 9/ 8 07:56:25,0,22.7,0,42.5,0,54.7,0,31.7
 9/ 8 07:56:31,0,22.6,0,40.1,0,52.9,0,31.7
 9/ 8 07:56:37,0,22.7,0,38.4,0,51.5,0,31.7
 9/ 8 07:56:43,0,22.7,0,38.4,0,49.6,0,31.7
 9/ 8 07:56:49,0,22.6,0,38.3,0,47.4,0,31.6
 9/ 8 07:56:55,0,22.7,0,40.5,0,45.5,0,31.7
 9/ 8 07:57:01,0,22.6,0,40.7,0,43.8,0,31.6
 9/ 8 07:57:07,0,22.6,0,40.5,0,42,0,31.6
 9/ 8 07:57:13,0,22.6,0,43.2,0,40.8,0,31.7
 9/ 8 07:57:19,0,22.6,0,41.8,0,39.8,0,31.7
 9/ 8 07:57:25,0,22.6,0,44.2,0,37.6,0,31.7
 9/ 8 07:57:31,0,22.6,0,44.3,0,36.4,0,31.7
 9/ 8 07:57:37,0,22.6,0,46.3,0,35.3,0,31.7
 9/ 8 07:57:43,0,22.5,0,45.2,0,33.4,0,31.7
 9/ 8 07:57:49,0,22.5,0,45.5,0,32.3,0,31.7
 9/ 8 07:57:55,0,22.5,0,45.4,0,31.3,0,31.7
 9/ 8 07:58:01,0,22.6,0,45.2,0,29.9,0,31.7
 9/ 8 07:58:08,0,22.6,0,45.2,0,28.9,0,31.7
 9/ 8 07:58:13,0,22.5,0,45.1,0,27.8,0,31.7
 9/ 8 07:58:19,0,22.6,0,45,0,26.5,0,31.7
 9/ 8 07:58:25,0,22.6,0,45,0,25.4,0,31.7
 9/ 8 07:58:32,0,22.6,0,42.6,0,24.1,0,31.7
 9/ 8 07:58:37,0,22.7,0,42.5,0,23.6,0,31.7
 9/ 8 07:58:44,0,22.5,0,42.3,0,22.6,0,31.7
 9/ 8 07:58:49,0,22.5,0,42.2,0,21.5,0,31.7
 9/ 8 07:58:56,0,22.6,0,44.5,0,20.4,0,31.7
 9/ 8 07:59:02,0,22.5,0,44.4,0,20.1,0,31.7
 9/ 8 07:59:08,0,22.5,0,44.5,0,19,0,31.7
 9/ 8 07:59:14,0,22.5,0,51.3,0,18,0,31.6
 9/ 8 07:59:20,0,22.4,0,45.3,0,17.6,0,31.7
 9/ 8 07:59:25,0,22.6,0,45.3,0,16.7,0,31.7
 9/ 8 07:59:32,0,22.5,0,47.7,0,15.7,0,31.7
 9/ 8 07:59:38,0,22.5,0,47.5,0,15.3,0,31.7
 9/ 8 07:59:43,0,22.5,0,47.2,0,14.3,0,31.7
 9/ 8 07:59:50,0,22.4,0,46.9,0,13.8,0,31.8
 9/ 8 07:59:56,0,22.4,0,46.7,0,11.1,0,31.8
 9/ 8 08:00:02,0,22.5,0,46.5,0,8.5,0,31.7
 9/ 8 08:00:08,0,22.4,0,46.5,0,7,0,31.8
 9/ 8 08:00:13,0,22.3,0,46.5,0,5.8,0,31.8
 9/ 8 08:00:20,0,22.4,0,46.5,0,3.6,0,31.8
 9/ 8 08:00:25,0,22.5,0,46.3,0,3.2,0,31.7
 9/ 8 08:00:31,0,22.4,0,46.3,0,2.5,0,31.7
 9/ 8 08:00:37,0,22.4,0,46.3,0,2.4,0,31.8
 9/ 8 08:00:44,0,22.4,0,46.3,0,2.3,0,31.7
 9/ 8 08:00:50,0,22.4,0,46.3,0,6553.4,0,31.7
 9/ 8 08:00:56,0,22.4,0,46.3,0,6551.7,0,31.8
 9/ 8 08:01:01,0,22.4,0,46.3,0,6550.4,0,31.8
 9/ 8 08:01:07,0,22.4,0,46.3,0,6549.2,0,31.8
 9/ 8 08:01:13,0,22.4,0,46.3,0,6548.8,0,31.8
 9/ 8 08:01:20,0,22.4,0,46.2,0,6548.3,0,31.8
 9/ 8 08:01:25,0,22.4,0,46.2,0,6547,0,31.8
 9/ 8 08:01:32,0,22.4,0,46.2,0,6546.6,0,31.8
 9/ 8 08:01:38,0,22.5,0,46.2,0,6546.1,0,31.8
 9/ 8 08:01:43,0,22.3,0,46.2,0,6545.8,0,31.8
 9/ 8 08:01:50,0,22.4,0,46.2,0,6545.6,0,31.8
 9/ 8 08:01:55,0,22.3,0,46.2,0,6545.4,0,31.8
