項次,日期,時間,丙烯儲槽溫度,反應器溫度(底),反應器溫度,反應器溫度,反應器溫度,反應器溫度,反應器溫度(頂),反應器出口冷卻溫度,反應器CHP25%入口加熱帶溫度,出料加熱帶溫度,丙烯儲槽壓力,丙烯pump出口壓力,丙烯pump出口至反應器管線壓力,CHP25% 儲槽壓力,氣液分離槽壓力,CHP25%儲槽液位,氮氣質量流量計,背壓閥壓力,氣體質量流量計,反應器入口丙烯加熱帶,氣體質量流量計總量,反應器壓力差,CHP25% pump出口至反應器壓力,WHSV
單位,年月日,時分秒,℃,℃,℃,℃,℃,℃,℃,℃,℃,℃,Kg/cm2,Kg/cm2,Kg/cm2,Kg/cm2,Kg/cm2,mm,g/hr,Kg/cm2,g/hr,℃,g,Kg/cm2,Kg/cm2,h-1
範圍,每天,,0-50,0-200,0-200,0-200,0-200,0-200,0-200,0-100,0-100,0-100,0-50,0-100,0-100,0-10,0-10,0-500,0-200,0-100,0-250,0-100,0-300,0-10,0-100,0-15
,Date,Time,TI-101,TI-102,TI-103,TI-104,TI-105,TI-106,TI-107,TI-108,TIC-101,TI-301,PI-101,PI-102,PI-103,PI-301,PI-104,LI-301,FIC-201,PIC-101,FI-101,TIC-102,FI-101 TR,DPI-101,PI-302,(尚未建立)
,2016/8/1,13:05:06,131,84.7,84.2,84.9,85.1,85.8,82.3,27.5,0,0,16.1,31.1,31.2,1.2,21.3,198,0,30.4,0,22.7,10,0.8,,
,2016/8/1,13:05:26,131,84.7,84.2,84.9,85.2,85.8,82.3,27.5,0,0,16,30.9,30.9,1.1,21.3,199,0,30.2,0,22.7,10,0.7,,
,2016/8/1,13:05:46,131,84.7,84.2,84.9,85.2,85.8,82.3,27.5,0,0,15.9,31,31,1.2,21.3,199,0,30.2,0,22.7,10,0.8,,
,2016/8/1,13:06:06,130,84.6,84.1,84.9,85.2,85.8,82.3,27.5,0,0,15.7,30.8,30.9,1.1,21.3,198,0,30.2,0,22.7,10,0.7,,
,2016/8/1,13:06:26,130,84.7,84.2,84.9,85.2,85.8,82.3,27.5,0,0,15.8,30.9,30.8,1.3,21.3,198,0,30.1,0,22.7,10,0.7,,
,2016/8/1,13:06:46,129,84.7,84.2,84.9,85.1,85.8,82.3,27.6,0,0,15.8,30.8,30.9,1.2,21.3,199,0,30.2,0,22.7,10,0.7,,
,2016/8/1,13:07:06,129,84.7,84.2,84.9,85.2,85.8,82.3,27.5,0,0,15.8,30.6,30.6,1.1,21.3,198,0,30.1,0,22.7,10,0.5,,
,2016/8/1,13:07:26,129,84.7,84.2,84.9,85.2,85.7,82.3,27.6,0,0,15.8,31.1,31.1,1.1,21.3,198,0,30.4,0,22.7,10,0.7,,
,2016/8/1,13:07:46,129,84.7,84.1,84.9,85.1,85.8,82.4,27.6,0,0,15.8,31,31,1.2,21.3,198,0,30.2,0,22.7,10,0.8,,
,2016/8/1,13:08:06,129,84.7,84.2,84.9,85.2,85.7,82.4,27.6,0,0,15.8,30.9,30.9,1.1,21.3,199,0,30.2,0,22.7,10,0.7,,
,2016/8/1,13:08:26,129,84.7,84.2,84.9,85.2,85.7,82.4,27.6,0,0,15.8,31.1,31.1,1.1,21.3,198,0,30.4,0,22.7,10,0.7,,
,2016/8/1,13:08:46,129,84.7,84.2,84.9,85.2,85.7,82.4,27.6,0,0,15.9,30.8,31,1.2,21.3,198,0,30.2,0,22.7,10,0.8,,
,2016/8/1,13:09:06,129,84.7,84.1,84.9,85.1,85.8,82.4,27.6,0,0,15.9,30.9,31.1,1.3,21.3,198,0,30.4,0,22.7,10,0.7,,
,2016/8/1,13:09:26,129,84.7,84.2,84.9,85.2,85.9,82.4,27.7,0,0,15.8,31,31,1.1,21.3,199,0,30.3,0,22.7,10,0.7,,
,2016/8/1,13:09:46,129,84.6,84.2,84.9,85.2,85.8,82.4,27.7,0,0,15.8,30.9,31.1,1.2,21.3,198,0,30.2,0,22.7,10,0.8,,
,2016/8/1,13:10:06,129,84.7,84.2,84.9,85.1,85.8,82.3,27.7,0,0,15.9,30.8,30.8,1.2,21.3,197,0,30,0,22.7,10,0.8,,
,2016/8/1,13:10:26,129,84.7,84.1,84.9,85.1,85.8,82.4,27.6,0,0,15.8,30.8,30.9,1,21.3,198,0,30.1,0,22.7,10,0.8,,
,2016/8/1,13:10:46,129,84.7,84.2,84.8,85.2,85.8,82.3,27.7,0,0,15.9,30.9,31.1,1,21.3,198,0,30.2,0,22.7,10,0.9,,
,2016/8/1,13:11:06,129,84.7,84.2,84.9,85.2,85.8,82.4,27.7,0,0,15.9,30.8,30.8,1,21.3,198,0,30.2,0,22.7,10,0.7,,
,2016/8/1,13:11:26,129,84.7,84.2,84.9,85.1,85.8,82.3,27.7,0,0,15.8,30.6,30.8,1.3,21.3,197,0,30,0,22.7,10,0.8,,
,2016/8/1,13:11:46,129,84.7,84.2,84.8,85.1,85.8,82.4,27.7,0,0,15.8,30.9,30.9,1.3,21.3,198,0,30.2,0,22.7,10,0.8,,
,2016/8/1,13:12:06,130,84.7,84.2,84.8,85.2,85.8,82.3,27.7,0,0,15.9,30.6,30.6,1.2,21.3,198,0,30,0,22.7,10,0.6,,
,2016/8/1,13:12:26,129,84.7,84.2,84.9,85.1,85.8,82.3,27.7,0,0,15.8,30.7,30.9,1.1,21.3,199,0,30.1,0,22.7,10,0.8,,
,2016/8/1,13:12:46,129,84.7,84.2,84.9,85.1,85.8,82.3,27.7,0,0,15.9,30.9,31,1.1,21.3,198,0,30.2,0,22.7,10,0.8,,
,2016/8/1,13:13:06,129,84.7,84.1,84.8,85.1,85.8,82.3,27.7,0,0,15.9,30.4,30.4,1.2,21.3,198,0,29.9,0,22.7,10,0.5,,
,2016/8/1,13:13:26,129,84.7,84.1,84.8,85.1,85.8,82.3,27.7,0,0,15.9,30.7,30.8,1.1,21.3,198,0,30.1,0,22.7,10,0.7,,
,2016/8/1,13:13:46,129,84.7,84.1,84.9,85.1,85.8,82.3,27.6,0,0,15.4,31,31.2,1.1,21.3,198,0,30.3,0,22.7,10,0.9,,
,2016/8/1,13:14:06,128,84.7,84.1,84.9,85.1,85.8,82.3,27.7,0,0,15.5,30.6,30.7,1.2,21.3,197,0,29.9,0,22.7,10,0.8,,
,2016/8/1,13:14:26,128,84.7,84.2,84.8,85.1,85.8,82.3,27.7,0,0,15.6,30.7,30.7,1,21.3,197,0,30.2,0,22.7,10,0.5,,
,2016/8/1,13:14:46,127,84.7,84.1,84.8,85.1,85.8,82.3,27.7,0,0,15.7,30.9,31,1.2,21.3,197,0,30.3,0,22.7,10,0.7,,
,2016/8/1,13:15:06,128,84.7,84.2,84.9,85.1,85.9,82.3,27.7,0,0,15.6,30.9,30.8,1.1,21.3,197,0,30.1,0,22.7,10,0.7,,
,2016/8/1,13:15:26,128,84.7,84.2,84.8,85.1,85.9,82.3,27.7,0,0,15.7,30.9,31.2,1.2,21.3,198,0,30.3,0,22.7,10,0.8,,
,2016/8/1,13:15:46,128,84.7,84.2,84.9,85.2,85.9,82.3,27.7,0,0,15.8,30.9,30.9,1.1,21.3,197,0,30.2,0,22.7,10,0.7,,
,2016/8/1,13:16:06,129,84.6,84.2,84.8,85.1,85.8,82.3,27.7,0,0,15.8,30.6,30.7,1.1,21.3,198,0,30,0,22.7,10,0.7,,
,2016/8/1,13:16:26,130,84.6,84.1,84.8,85.1,85.8,82.3,27.7,0,0,15.9,31,31.1,1,21.3,197,0,30.4,0,22.7,10,0.7,,
,2016/8/1,13:16:46,130,84.6,84.2,84.9,85.1,85.8,82.3,27.8,0,0,16.1,31.1,31,1.2,21.3,198,0,30.3,0,22.7,10,0.7,,
,2016/8/1,13:17:06,131,84.6,84.2,84.8,85.2,85.8,82.3,27.8,0,0,16.1,30.8,30.7,1.2,21.3,197,0,30.1,0,22.7,10,0.5,,
,2016/8/1,13:17:26,131,84.6,84.1,84.8,85.1,85.7,82.2,27.7,0,0,16.2,30.9,31,1.1,21.3,197,0,30.3,0,22.7,10,0.7,,
,2016/8/1,13:17:46,132,84.6,84.1,84.8,85.1,85.8,82.3,27.8,0,0,16,31,31,1.1,21.3,197,0,30.3,0,22.7,10,0.7,,
,2016/8/1,13:18:06,132,84.6,84.2,84.8,85.1,85.8,82.3,27.8,0,0,16.2,30.5,30.6,1.2,21.3,197,0,30.1,0,22.7,10,0.5,,
,2016/8/1,13:18:26,132,84.6,84.1,84.8,85.1,85.8,82.3,27.8,0,0,16.3,30.9,30.9,1.1,21.3,197,0,30.1,0,22.8,10,0.8,,
,2016/8/1,13:18:46,132,84.6,84.1,84.8,85.1,85.8,82.3,27.8,0,0,16.2,30.8,30.9,1.2,21.3,197,0,30.1,0,22.7,10,0.8,,
,2016/8/1,13:19:06,132,84.6,84.2,84.8,85.2,85.8,82.3,27.9,0,0,16.1,30.7,30.9,1.1,21.3,198,0,30,0,22.7,10,0.8,,
,2016/8/1,13:19:26,133,84.7,84.1,84.8,85.1,85.7,82.3,27.8,0,0,16.1,30.9,30.9,1.1,21.3,197,0,30.2,0,22.8,10,0.7,,
,2016/8/1,13:19:46,132,84.6,84.1,84.8,85.1,85.7,82.3,27.9,0,0,16.2,30.9,31,1.1,21.3,197,0,30.2,0,22.8,10,0.8,,
,2016/8/1,13:20:06,132,84.6,84.1,84.8,85.1,85.7,82.3,27.8,0,0,16,30.7,30.8,1.1,21.3,197,0,30,0,22.8,10,0.8,,
,2016/8/1,13:20:26,132,84.6,84.1,84.8,85.1,85.7,82.3,27.8,0,0,16.2,30.9,31,1,21.3,196,0,30.2,0,22.8,10,0.8,,
,2016/8/1,13:20:46,132,84.6,84.1,84.8,85.1,85.7,82.3,27.9,0,0,16.3,30.7,30.7,1.2,21.3,196,0,30.1,0,22.8,10,0.7,,
,2016/8/1,13:21:06,132,84.6,84.1,84.8,85.1,85.7,82.3,27.9,0,0,16.1,30.7,30.7,1.2,21.3,197,0,30.1,0,22.8,10,0.6,,
,2016/8/1,13:21:26,132,84.6,84.1,84.8,85.1,85.7,82.3,27.9,0,0,16.3,30.9,31,1.1,21.3,197,0,30.2,0,22.8,10,0.7,,
,2016/8/1,13:21:46,132,84.6,84.1,84.8,85,85.6,82.2,27.8,0,0,16.1,30.9,30.8,1.2,21.3,197,0,30.1,0,22.8,10,0.7,,
,2016/8/1,13:22:06,132,84.6,84.1,84.8,85.1,85.7,82.3,27.9,0,0,16.2,30.5,30.4,1.2,21.3,197,0,29.8,0,22.8,10,0.6,,
,2016/8/1,13:22:26,132,84.7,84.1,84.8,85.1,85.7,82.3,27.9,0,0,16.1,31,31.2,1.1,21.3,197,0,30.3,0,22.8,10,0.9,,
,2016/8/1,13:22:46,132,84.7,84.1,84.9,85.1,85.7,82.3,27.9,0,0,16.1,30.8,30.8,1.1,21.3,196,0,30.2,0,22.8,10,0.6,,
,2016/8/1,13:23:06,132,84.7,84.1,84.8,85.1,85.7,82.2,27.9,0,0,16.1,30.9,30.8,1.1,21.3,196,0,30.2,0,22.8,10,0.6,,
,2016/8/1,13:23:26,132,84.6,84.1,84.8,85.1,85.7,82.3,27.9,0,0,16.1,30.7,30.7,1,21.3,196,0,30,0,22.8,10,0.7,,
,2016/8/1,13:23:46,132,84.6,84.1,84.8,85.1,85.7,82.3,28,0,0,16.2,30.9,30.9,1.1,21.3,196,0,30.2,0,22.8,10,0.7,,
,2016/8/1,13:24:06,132,84.6,84.1,84.8,85.1,85.7,82.3,27.9,0,0,16.2,30.8,30.8,1.2,21.3,196,0,30.2,0,22.8,10,0.7,,
,2016/8/1,13:24:26,132,84.6,84.1,84.8,85.2,85.7,82.3,28,0,0,16.2,31,30.9,1.1,21.3,196,0,30.2,0,22.8,10,0.8,,
,2016/8/1,13:24:46,132,84.6,84.1,84.8,85.1,85.7,82.3,28,0,0,16.2,30.6,30.6,1.2,21.3,197,0,29.9,0,22.8,10,0.7,,
,2016/8/1,13:25:06,132,84.6,84.1,84.8,85.1,85.6,82.3,28,0,0,16.2,31.2,31.1,1.2,21.3,196,0,30.3,0,22.8,10,0.8,,
,2016/8/1,13:25:26,132,84.6,84.1,84.8,85.1,85.7,82.3,27.9,0,0,16.1,30.8,30.9,1.1,21.3,196,0,30.2,0,22.8,10,0.8,,
,2016/8/1,13:25:46,133,84.7,84.2,84.8,85.1,85.7,82.3,27.9,0,0,16.2,30.8,30.9,1.2,21.3,196,0,30.2,0,22.8,10,0.7,,
,2016/8/1,13:26:06,132,84.6,84.1,84.8,85.1,85.7,82.3,28,0,0,16.2,30.7,30.7,1.1,21.3,196,0,30,0,22.8,10,0.7,,
,2016/8/1,13:26:26,132,84.6,84.1,84.8,85.1,85.7,82.3,27.9,0,0,16.1,30.8,31,1.2,21.3,196,0,30.2,0,22.8,10,0.7,,
,2016/8/1,13:26:46,132,84.6,84.1,84.8,85.2,85.7,82.3,28,0,0,16.1,30.6,30.7,1.1,21.3,196,0,30,0,22.8,10,0.7,,
,2016/8/1,13:27:06,132,84.7,84.2,84.9,85.1,85.6,82.3,28,0,0,16.2,31,30.9,1.1,21.3,196,0,30.3,0,22.8,10,0.7,,
,2016/8/1,13:27:26,132,84.6,84.1,84.8,85,85.7,82.3,28,0,0,16.2,30.8,30.8,1.1,21.3,195,0,30.1,0,22.8,10,0.7,,
,2016/8/1,13:27:46,132,84.6,84.1,84.8,85.1,85.6,82.3,28,0,0,16.1,30.8,30.9,1.2,21.3,196,0,30.1,0,22.8,10,0.8,,
,2016/8/1,13:28:06,132,84.7,84.1,84.8,85.1,85.7,82.3,28,0,0,16.2,31,31.1,1.2,21.3,195,0,30.2,0,22.8,10,0.9,,
,2016/8/1,13:28:26,132,84.7,84.1,84.9,85.1,85.7,82.3,28,0,0,16.2,30.6,30.9,1.2,21.3,196,0,30,0,22.8,10,0.9,,
,2016/8/1,13:28:46,131,84.6,84.1,84.8,85,85.7,82.3,28,0,0,16.1,30.7,30.8,1,21.3,195,0,30.1,0,22.8,10,0.7,,
,2016/8/1,13:29:06,132,84.7,84.1,84.9,85.1,85.6,82.3,28,0,0,16.1,30.8,30.9,1.1,21.3,196,0,30.2,0,22.8,10,0.7,,
,2016/8/1,13:29:26,131,84.7,84.1,84.9,85.1,85.7,82.3,28,0,0,16.2,30.6,30.6,1.1,21.3,196,0,29.9,0,22.8,10,0.7,,
,2016/8/1,13:29:46,132,84.7,84.2,84.9,85.1,85.8,82.4,28,0,0,16.1,30.9,30.9,1.1,21.3,196,0,30.2,0,22.8,10,0.7,,
,2016/8/1,13:30:06,131,84.6,84.1,84.8,85.1,85.7,82.3,28,0,0,16.2,30.5,30.5,1.1,21.3,195,0,29.9,0,22.8,10,0.7,,
,2016/8/1,13:30:26,132,84.7,84.2,84.9,85.2,85.7,82.4,28.1,0,0,16.1,30.7,30.8,1.2,21.3,195,0,30.1,0,22.8,10,0.7,,
,2016/8/1,13:30:46,131,84.6,84.1,84.8,85.1,85.7,82.3,28,0,0,16.1,30.6,30.6,1.2,21.3,195,0,30,0,22.8,10,0.7,,
,2016/8/1,13:31:06,132,84.7,84.2,84.9,85.1,85.7,82.3,28.1,0,0,16.1,30.6,30.6,1.2,21.3,196,0,30,0,22.8,10,0.6,,
,2016/8/1,13:31:26,132,84.7,84.2,84.9,85.1,85.7,82.4,28.1,0,0,16.1,31.1,31.2,1.2,21.3,195,0,30.4,0,22.8,10,0.8,,
,2016/8/1,13:31:46,132,84.7,84.2,84.9,85.1,85.7,82.4,28.1,0,0,16.2,30.9,30.7,1.2,21.3,196,0,30.2,0,22.8,10,0.6,,
,2016/8/1,13:32:06,131,84.7,84.2,84.9,85.2,85.7,82.4,28.1,0,0,16.1,30.7,30.8,1.2,21.3,195,0,30.1,0,22.8,10,0.7,,
,2016/8/1,13:32:26,131,84.7,84.1,84.9,85.1,85.7,82.4,28.1,0,0,16,31,30.9,1.1,21.3,195,0,30.2,0,22.8,10,0.7,,
,2016/8/1,13:32:46,131,84.7,84.2,84.9,85.1,85.7,82.4,28,0,0,16.2,30.8,30.7,1.2,21.3,195,0,30.1,0,22.8,10,0.6,,
,2016/8/1,13:33:06,131,84.7,84.2,84.9,85.1,85.7,82.3,28,0,0,16.1,30.5,30.7,1.1,21.3,195,0,30,0,22.8,10,0.7,,
,2016/8/1,13:33:26,131,84.7,84.2,84.9,85.1,85.7,82.4,28.1,0,0,16.1,30.7,30.8,1.1,21.3,196,0,30.1,0,22.8,10,0.7,,
,2016/8/1,13:33:46,131,84.7,84.2,84.9,85.2,85.7,82.4,28.1,0,0,16,30.9,30.8,1.1,21.3,195,0,30.2,0,22.8,10,0.6,,
,2016/8/1,13:34:06,131,84.7,84.2,84.9,85.2,85.7,82.3,28,0,0,16.1,30.6,30.5,1.2,21.3,195,0,29.9,0,22.8,10,0.6,,
,2016/8/1,13:34:26,130,84.7,84.2,84.9,85.1,85.7,82.3,28,0,0,16.1,30.9,31,1.1,21.3,195,0,30.2,0,22.8,10,0.7,,
,2016/8/1,13:34:46,130,84.7,84.2,84.9,85.1,85.7,82.3,28,0,0,16,30.7,30.7,1.2,21.3,195,0,30.1,0,22.8,10,0.5,,
,2016/8/1,13:35:06,130,84.7,84.2,84.9,85.2,85.8,82.4,28.1,0,0,16,30.8,30.8,1.1,21.3,195,0,30.2,0,22.8,10,0.5,,
,2016/8/1,13:35:26,130,84.7,84.2,84.9,85.1,85.8,82.4,28.1,0,0,16,30.7,30.8,1.1,21.3,195,0,30,0,22.8,10,0.8,,
,2016/8/1,13:35:46,130,84.7,84.2,84.9,85.1,85.7,82.4,28.1,0,0,16.1,30.8,30.6,1.2,21.3,195,0,30.2,0,22.8,10,0.4,,
,2016/8/1,13:36:06,130,84.8,84.2,84.9,85.2,85.8,82.4,28.1,0,0,16,31.2,31.2,1,21.3,195,0,30.4,0,22.8,10,0.8,,
,2016/8/1,13:36:26,130,84.8,84.2,84.9,85.2,85.8,82.4,28,0,0,16,30.6,30.4,1.1,21.3,195,0,29.9,0,22.8,10,0.5,,
,2016/8/1,13:36:46,130,84.8,84.2,84.9,85.2,85.8,82.3,28.1,0,0,16.1,30.8,30.8,1.2,21.3,195,0,30.1,0,22.8,10,0.7,,
,2016/8/1,13:37:06,130,84.8,84.2,84.9,85.1,85.8,82.4,28.1,0,0,16.1,30.9,30.9,1.1,21.3,195,0,30.2,0,22.8,10,0.7,,
,2016/8/1,13:37:26,130,84.8,84.2,84.9,85.1,85.7,82.4,28.1,0,0,16.1,30.5,30.6,1.1,21.3,194,0,29.8,0,22.8,10,0.7,,
,2016/8/1,13:37:46,130,84.8,84.2,84.9,85.1,85.7,82.4,28.1,0,0,16.1,30.8,30.8,1.1,21.3,194,0,30.1,0,22.8,10,0.7,,
,2016/8/1,13:38:06,130,84.8,84.2,84.9,85.1,85.8,82.4,28.1,0,0,16,31,31.2,1.1,21.3,195,0,30.3,0,22.8,10,0.9,,
,2016/8/1,13:38:26,129,84.8,84.2,84.9,85.2,85.7,82.4,28.1,0,0,15.9,30.7,30.8,1.1,21.3,195,0,30.1,0,22.8,10,0.7,,
,2016/8/1,13:38:46,128,84.8,84.2,84.9,85.1,85.7,82.4,28.1,0,0,15.4,30.6,30.6,1.2,21.3,195,0,30,0,22.8,10,0.6,,
,2016/8/1,13:39:06,128,84.8,84.2,84.9,85.1,85.7,82.4,28,0,0,15.5,30.6,30.8,1.2,21.3,194,0,30.1,0,22.8,10,0.7,,
,2016/8/1,13:39:26,128,84.8,84.2,84.9,85.1,85.7,82.4,28,0,0,15.6,30.6,30.8,1.2,21.3,195,0,30,0,22.8,10,0.8,,
,2016/8/1,13:39:46,128,84.8,84.2,84.9,85.1,85.8,82.4,28,0,0,15.6,31,31,1.1,21.3,194,0,30.2,0,22.8,10,0.8,,
,2016/8/1,13:40:06,129,84.8,84.2,84.9,85.1,85.8,82.4,28,0,0,15.8,30.9,31,1.1,21.3,195,0,30.3,0,22.8,10,0.7,,
,2016/8/1,13:40:26,130,84.8,84.2,84.9,85.1,85.7,82.4,28,0,0,16,30.8,30.8,1.2,21.3,194,0,30.2,0,22.8,10,0.7,,
,2016/8/1,13:40:46,131,84.8,84.2,84.9,85.1,85.7,82.4,28,0,0,16.1,30.7,30.7,1.1,21.3,195,0,30,0,22.8,10,0.7,,
,2016/8/1,13:41:06,132,84.8,84.2,84.9,85.1,85.7,82.4,28,0,0,16.1,31,31.1,1.1,21.3,195,0,30.3,0,22.8,10,0.9,,
,2016/8/1,13:41:26,133,84.8,84.2,84.9,85.1,85.7,82.4,28,0,0,16.3,30.7,30.6,1.1,21.3,194,0,30,0,22.8,10,0.5,,
,2016/8/1,13:41:46,134,84.8,84.2,84.9,85.1,85.7,82.4,28,0,0,16.5,30.8,30.9,1.3,21.3,194,0,30.1,0,22.8,10,0.8,,
,2016/8/1,13:42:06,134,84.8,84.1,84.9,85.1,85.7,82.4,28.1,0,0,16.2,30.8,30.9,1.1,21.3,194,0,30.1,0,22.8,10,0.8,,
,2016/8/1,13:42:26,134,84.8,84.2,84.8,85.1,85.7,82.3,28.1,0,0,16.3,30.8,30.8,1,21.3,195,0,30,0,22.8,10,0.7,,
,2016/8/1,13:42:46,134,84.8,84.1,84.9,85.1,85.7,82.3,28.1,0,0,16.3,30.8,30.9,1.1,21.3,194,0,30.1,0,22.8,10,0.8,,
,2016/8/1,13:43:06,134,84.8,84.2,84.9,85.1,85.7,82.3,28.1,0,0,16.3,30.8,30.9,1.1,21.3,193,0,30.1,0,22.8,10,0.8,,
,2016/8/1,13:43:26,134,84.8,84.1,84.9,85.1,85.7,82.3,28.1,0,0,16.3,30.6,30.8,1.2,21.3,194,0,29.9,0,22.8,10,0.9,,
,2016/8/1,13:43:46,134,84.8,84.2,84.9,85.1,85.6,82.4,28.1,0,0,16.3,30.8,30.9,1.2,21.3,194,0,30.1,0,22.8,10,0.7,,
,2016/8/1,13:44:06,134,84.7,84.2,84.9,85.1,85.7,82.4,28.1,0,0,16.2,30.8,31,1.1,21.3,194,0,30.1,0,22.8,10,0.8,,
,2016/8/1,13:44:26,134,84.7,84.2,84.9,85,85.7,82.3,28.1,0,0,16.3,30.8,30.8,1.1,21.3,194,0,30.1,0,22.8,10,0.7,,
,2016/8/1,13:44:46,134,84.7,84.2,84.9,85.1,85.6,82.3,28.1,0,0,16.6,30.7,30.9,1.2,21.3,194,0,30.1,0,22.8,10,0.7,,
,2016/8/1,13:45:06,134,84.7,84.2,84.9,85.1,85.7,82.3,28.1,0,0,16.4,30.8,30.8,1.3,21.3,194,0,30.1,0,22.8,10,0.6,,
,2016/8/1,13:45:26,134,84.7,84.2,84.9,85.1,85.7,82.4,28.1,0,0,16.3,30.9,30.9,1.1,21.3,195,0,30.2,0,22.8,10,0.7,,
,2016/8/1,13:45:46,135,84.6,84.2,84.9,85.2,85.7,82.4,28.1,0,0,16.3,30.9,31,1.1,21.3,194,0,30.2,0,22.8,10,0.8,,
,2016/8/1,13:46:06,135,84.6,84.2,84.9,85.1,85.7,82.3,28.1,0,0,16.2,30.7,30.7,1.2,21.3,193,0,30,0,22.8,10,0.7,,
,2016/8/1,13:46:26,135,84.6,84.2,84.9,85.1,85.7,82.3,28.1,0,0,16.2,30.8,30.7,1.2,21.3,194,0,30,0,22.8,10,0.7,,
,2016/8/1,13:46:46,135,84.7,84.2,84.9,85.1,85.7,82.3,28.1,0,0,16.3,30.8,30.8,1.1,21.3,193,0,30.3,0,22.8,10,0.5,,
,2016/8/1,13:47:06,135,84.7,84.2,84.9,85.1,85.7,82.3,28.1,0,0,16.4,30.7,30.7,1.1,21.3,193,0,29.9,0,22.8,10,0.7,,
,2016/8/1,13:47:26,135,84.7,84.2,84.9,85.1,85.7,82.3,28.1,0,0,16.4,30.8,30.8,1.3,21.3,194,0,30.1,0,22.8,10,0.7,,
,2016/8/1,13:47:46,135,84.7,84.2,84.9,85.1,85.7,82.4,28.1,0,0,16.3,31,30.9,1.1,21.3,193,0,30.3,0,22.8,10,0.6,,
,2016/8/1,13:48:06,135,84.7,84.1,84.9,85.1,85.7,82.3,28.1,0,0,16.4,30.6,30.7,1.2,21.3,193,0,30,0,22.8,10,0.6,,
,2016/8/1,13:48:26,135,84.7,84.1,84.9,85,85.7,82.3,28.1,0,0,16.3,30.9,30.9,1.2,21.3,193,0,30.2,0,22.8,10,0.7,,
,2016/8/1,13:48:46,135,84.7,84.1,84.8,85.1,85.7,82.3,28.2,0,0,16.3,30.7,30.7,1.1,21.3,193,0,30,0,22.8,10,0.7,,
,2016/8/1,13:49:06,134,84.7,84.1,84.8,85.1,85.6,82.3,28.1,0,0,16.2,30.9,30.8,1.2,21.3,192,0,30.1,0,22.8,10,0.7,,
,2016/8/1,13:49:26,134,84.7,84.1,84.8,85.1,85.7,82.3,28.1,0,0,16.3,30.7,30.8,1.1,21.3,193,0,30,0,22.8,10,0.8,,
,2016/8/1,13:49:46,134,84.7,84.1,84.8,85.1,85.7,82.4,28.2,0,0,16.4,31,31.1,1.2,21.3,192,0,30.3,0,22.8,10,0.7,,
,2016/8/1,13:50:06,134,84.7,84.1,84.8,85.1,85.7,82.3,28.1,0,0,16.3,30.7,30.9,1.1,21.3,193,0,30.1,0,22.8,10,0.8,,
,2016/8/1,13:50:26,134,84.7,84.1,84.8,85.1,85.6,82.3,28.2,0,0,16.4,30.8,30.8,1.1,21.3,192,0,30.1,0,22.8,10,0.7,,
,2016/8/1,13:50:46,134,84.7,84.1,84.8,85.1,85.7,82.4,28.2,0,0,16.2,30.6,30.5,1.3,21.3,193,0,30,0,22.8,10,0.5,,
,2016/8/1,13:51:06,134,84.7,84.1,84.8,85.2,85.7,82.4,28.2,0,0,16.3,30.8,30.8,1.2,21.3,193,0,30.1,0,22.8,10,0.8,,
,2016/8/1,13:51:26,134,84.8,84.1,84.8,85.1,85.6,82.3,28.1,0,0,16.3,30.9,30.8,1.1,21.3,192,0,30.2,0,22.8,10,0.7,,
,2016/8/1,13:51:46,133,84.7,84.1,84.8,85.2,85.7,82.4,28.2,0,0,16.2,30.7,30.7,1.2,21.3,193,0,30.1,0,22.8,10,0.6,,
,2016/8/1,13:52:06,133,84.7,84.1,84.8,85.1,85.7,82.4,28.2,0,0,16.3,30.9,31,1.2,21.3,193,0,30.2,0,22.8,10,0.8,,
,2016/8/1,13:52:26,133,84.7,84.1,84.8,85.1,85.7,82.4,28.1,0,0,16.4,30.8,30.8,1.2,21.3,192,0,30,0,22.8,10,0.8,,
,2016/8/1,13:52:46,133,84.7,84.1,84.8,85,85.6,82.3,28.1,0,0,16.3,30.7,30.8,1.1,21.3,192,0,30,0,22.8,10,0.8,,
,2016/8/1,13:53:06,133,84.7,84.1,84.8,85.1,85.7,82.4,28.1,0,0,16.3,31.1,30.8,1.1,21.3,192,0,30.3,0,22.8,10,0.5,,
,2016/8/1,13:53:26,133,84.7,84.1,84.8,85.1,85.6,82.3,28.1,0,0,16.4,30.8,30.7,1.2,21.3,192,0,30,0,22.8,10,0.7,,
,2016/8/1,13:53:46,132,84.7,84.1,84.8,85.2,85.7,82.4,28.1,0,0,16.3,30.9,31,1.2,21.3,193,0,30.1,0,22.8,10,0.8,,
,2016/8/1,13:54:06,132,84.6,84.1,84.8,85.1,85.7,82.3,28,0,0,16.3,30.6,30.5,1.2,21.3,192,0,30,0,22.8,10,0.6,,
,2016/8/1,13:54:26,132,84.6,84.1,84.8,85.1,85.7,82.4,28.1,0,0,16.3,30.9,31.1,1,21.3,193,0,30.3,0,22.8,10,0.8,,
,2016/8/1,13:54:46,132,84.7,84.1,84.8,85.2,85.7,82.4,28,0,0,16.4,30.8,30.7,1.2,21.3,192,0,30,12.5,22.8,10,0.7,,
,2016/8/1,13:55:06,132,84.7,84.1,84.8,85.2,85.8,82.4,28.2,0,0,16.3,30.8,30.8,1.2,21.3,193,0,30.1,45.6,22.8,10,0.7,,
