,®É¶¡,201 [,201 [,201 [Bar],201 [rpm],201 [,201 [ml]
2016/4/28,12:18:15,60.7,114.87,-0.94,104.1,114.9,0
2016/4/28,12:18:16,60.8,114.89,-0.93,104.7,114.8,0
2016/4/28,12:18:17,60.7,114.87,-0.92,105,114.8,0
2016/4/28,12:18:18,60.7,114.89,-0.93,104.8,114.8,0
2016/4/28,12:18:19,60.7,114.89,-0.94,105,114.8,0
2016/4/28,12:18:20,60.7,114.85,-0.93,104.6,114.8,0
2016/4/28,12:18:21,60.9,114.81,-0.92,104.6,114.8,0
2016/4/28,12:18:22,60.9,114.85,-0.93,104.3,114.8,0
2016/4/28,12:18:23,61.1,114.85,-0.93,104.2,114.9,0
2016/4/28,12:18:24,61.1,114.87,-0.94,104.5,114.9,0
2016/4/28,12:18:25,61,114.81,-0.92,105.4,114.8,0
2016/4/28,12:18:26,60.9,114.83,-0.91,104.7,114.8,0
2016/4/28,12:18:27,60.9,114.81,-0.93,105.2,114.8,0
2016/4/28,12:18:28,61,114.83,-0.94,104.5,114.8,0
2016/4/28,12:18:29,60.9,114.81,-0.93,104.6,114.9,0
2016/4/28,12:18:30,61,114.81,-0.93,104.4,114.8,0
2016/4/28,12:18:31,61.1,114.81,-0.93,104.2,114.8,0
2016/4/28,12:18:32,61.1,114.85,-0.93,104.6,114.8,0
2016/4/28,12:18:33,61.2,114.81,-0.92,105,114.8,0
2016/4/28,12:18:34,61.1,114.79,-0.93,105,114.8,0
2016/4/28,12:18:35,61.1,114.83,-0.94,105,114.8,0
2016/4/28,12:18:36,61.3,114.81,-0.93,104.6,114.8,0
2016/4/28,12:18:37,61.2,114.79,-0.92,104.4,114.8,0
2016/4/28,12:18:38,61.2,114.83,-0.94,104.5,114.8,0
2016/4/28,12:18:39,61.1,114.85,-0.94,104.2,114.8,0
2016/4/28,12:18:40,61.2,114.83,-0.92,104.7,114.8,0
2016/4/28,12:18:41,61.1,114.81,-0.94,105.4,114.8,0
2016/4/28,12:18:42,61.1,114.81,-0.94,104.7,114.8,0
2016/4/28,12:18:43,61.2,114.74,-0.92,105.2,114.8,0
2016/4/28,12:18:44,61.3,114.74,-0.94,104.5,114.8,0
2016/4/28,12:18:45,61.3,114.79,-0.93,104.3,114.8,0
2016/4/28,12:18:46,61.2,114.74,-0.92,104.5,114.8,0
2016/4/28,12:18:47,61.3,114.79,-0.94,104.4,114.8,0
2016/4/28,12:18:48,61.4,114.74,-0.93,104.9,114.8,0
2016/4/28,12:18:49,61.4,114.74,-0.93,105,114.8,0
2016/4/28,12:18:50,61.4,114.72,-0.94,104.5,114.8,0
2016/4/28,12:18:51,61.5,114.7,-0.92,104.5,114.9,0
2016/4/28,12:18:52,61.6,114.68,-0.93,104.8,114.8,0
2016/4/28,12:18:53,61.6,114.7,-0.92,104.4,114.8,0
2016/4/28,12:18:54,61.6,114.66,-0.93,104.5,114.8,0
2016/4/28,12:18:55,61.5,114.68,-0.94,104.7,114.8,0
2016/4/28,12:18:56,61.3,114.66,-0.92,104.7,114.8,0
2016/4/28,12:18:57,61.5,114.62,-0.94,105.4,114.8,0
2016/4/28,12:18:58,61.6,114.6,-0.92,104.8,114.9,0
2016/4/28,12:18:59,61.6,114.6,-0.94,104.4,114.8,0
2016/4/28,12:19:00,61.7,114.6,-0.93,104.6,114.8,0
2016/4/28,12:19:01,61.8,114.58,-0.92,104.5,114.8,0
2016/4/28,12:19:02,61.6,114.58,-0.93,104.6,114.8,0
2016/4/28,12:19:03,61.8,114.53,-0.93,105.2,114.9,0
2016/4/28,12:19:04,61.8,114.53,-0.94,104.6,114.9,0
2016/4/28,12:19:05,61.8,114.51,-0.92,104.9,114.8,0
2016/4/28,12:19:06,61.7,114.51,-0.94,104.8,114.8,0
2016/4/28,12:19:07,61.7,114.47,-0.92,104.5,114.8,0
2016/4/28,12:19:08,61.6,114.45,-0.94,104.5,114.8,0
2016/4/28,12:19:09,61.8,114.45,-0.93,104.6,114.9,0
2016/4/28,12:19:10,61.8,114.45,-0.93,104.5,114.8,0
2016/4/28,12:19:11,61.9,114.47,-0.93,104.8,114.8,0
2016/4/28,12:19:12,61.8,114.41,-0.93,104.8,114.8,0
2016/4/28,12:19:13,61.7,114.41,-0.94,105,114.8,0
2016/4/28,12:19:14,61.8,114.41,-0.94,104.8,114.9,0
2016/4/28,12:19:15,61.9,114.41,-0.93,104.4,114.8,0
2016/4/28,12:19:16,61.9,114.45,-0.93,104.3,114.8,0
2016/4/28,12:19:17,62,114.39,-0.92,104.6,114.8,0
2016/4/28,12:19:18,61.9,114.35,-0.93,104.5,114.8,0
2016/4/28,12:19:19,61.8,114.39,-0.94,105,114.9,0
2016/4/28,12:19:20,61.9,114.37,-0.93,104.8,114.9,0
2016/4/28,12:19:21,61.9,114.37,-0.92,105.2,114.9,0
2016/4/28,12:19:22,62,114.35,-0.94,104.8,114.8,0
2016/4/28,12:19:23,62,114.41,-0.94,104.3,114.8,0
2016/4/28,12:19:24,62.1,114.35,-0.92,104.5,114.8,0
2016/4/28,12:19:25,62.1,114.37,-0.92,104.3,114.8,0
2016/4/28,12:19:26,62,114.41,-0.94,104.5,114.9,0
2016/4/28,12:19:27,62.2,114.39,-0.93,105,114.8,0
2016/4/28,12:19:28,62.2,114.37,-0.93,104.7,114.8,0
2016/4/28,12:19:29,62.2,114.39,-0.93,105.4,114.8,0
2016/4/28,12:19:30,62.1,114.41,-0.94,104.7,114.8,0
2016/4/28,12:19:31,62.2,114.39,-0.92,104.4,114.9,0
2016/4/28,12:19:32,62.2,114.43,-0.93,104.3,114.9,0
2016/4/28,12:19:33,62.2,114.47,-0.94,104.6,114.9,0
2016/4/28,12:19:34,62.2,114.43,-0.93,104.5,114.9,0
2016/4/28,12:19:35,62.1,114.45,-0.92,105,114.8,0
2016/4/28,12:19:36,62.2,114.47,-0.94,104.8,114.9,0
2016/4/28,12:19:37,62.4,114.47,-0.92,104.3,114.8,0
2016/4/28,12:19:38,62.3,114.43,-0.93,104.6,114.9,0
2016/4/28,12:19:39,62.3,114.49,-0.94,104.4,114.9,0
2016/4/28,12:19:40,62.3,114.53,-0.94,104.1,114.8,0
2016/4/28,12:19:41,62.5,114.53,-0.92,104.7,114.9,0
2016/4/28,12:19:42,62.4,114.55,-0.93,104.6,114.8,0
2016/4/28,12:19:43,62.4,114.58,-0.94,104.8,114.8,0
2016/4/28,12:19:44,62.5,114.53,-0.92,104.8,114.8,0
2016/4/28,12:19:45,62.5,114.55,-0.93,104.5,114.8,0
2016/4/28,12:19:46,62.5,114.55,-0.94,104.7,114.9,0
2016/4/28,12:19:47,62.5,114.6,-0.94,104.4,114.8,0
2016/4/28,12:19:48,62.4,114.62,-0.92,104.3,114.9,0
2016/4/28,12:19:49,62.6,114.66,-0.94,104.6,114.8,0
2016/4/28,12:19:50,62.6,114.66,-0.93,104.5,114.8,0
2016/4/28,12:19:51,62.6,114.64,-0.92,105,114.8,0
2016/4/28,12:19:52,62.6,114.62,-0.94,104.9,114.9,0
2016/4/28,12:19:53,62.6,114.68,-0.93,104.4,114.9,0
2016/4/28,12:19:54,62.7,114.7,-0.92,104.4,114.8,0
2016/4/28,12:19:55,62.6,114.7,-0.93,104.4,114.8,0
2016/4/28,12:19:56,62.5,114.74,-0.93,104.5,114.8,0
2016/4/28,12:19:57,62.6,114.7,-0.93,104.9,114.8,0
2016/4/28,12:19:58,62.8,114.76,-0.94,104.9,114.9,0
2016/4/28,12:19:59,62.7,114.76,-0.93,105,114.9,0
2016/4/28,12:20:00,62.8,114.72,-0.92,104.6,114.8,0
2016/4/28,12:20:01,62.8,114.74,-0.94,104.4,114.8,0
2016/4/28,12:20:02,62.9,114.79,-0.93,104.4,114.8,0
2016/4/28,12:20:03,62.9,114.72,-0.92,104.3,114.8,0
2016/4/28,12:20:04,62.9,114.79,-0.94,104.3,114.9,0
2016/4/28,12:20:05,62.9,114.79,-0.93,104.8,114.9,0
2016/4/28,12:20:06,62.9,114.74,-0.93,105,114.8,0
2016/4/28,12:20:07,62.9,114.76,-0.94,104.9,114.8,0
2016/4/28,12:20:08,62.8,114.72,-0.92,104.8,114.8,0
2016/4/28,12:20:09,62.9,114.76,-0.94,104.4,114.8,0
2016/4/28,12:20:10,63,114.79,-0.93,104.1,114.9,0
2016/4/28,12:20:11,62.9,114.76,-0.92,104.5,114.9,0
2016/4/28,12:20:12,62.9,114.81,-0.93,104.3,114.8,0
2016/4/28,12:20:13,63,114.79,-0.92,104.8,114.8,0
2016/4/28,12:20:14,63.1,114.74,-0.93,105,114.8,0
2016/4/28,12:20:15,63,114.81,-0.94,104.4,114.9,0
2016/4/28,12:20:16,63.1,114.79,-0.92,104.7,114.9,0
2016/4/28,12:20:17,63,114.79,-0.92,104.4,114.8,0
2016/4/28,12:20:18,63,114.83,-0.93,104.1,114.8,0
2016/4/28,12:20:19,63.1,114.79,-0.92,105,114.8,0
2016/4/28,12:20:20,63.1,114.81,-0.92,104.5,114.9,0
2016/4/28,12:20:21,63.1,114.83,-0.94,104.9,114.9,0
2016/4/28,12:20:22,62.9,114.81,-0.94,104.7,114.8,0
2016/4/28,12:20:23,63.2,114.76,-0.92,104.7,114.8,0
2016/4/28,12:20:24,63.2,114.79,-0.93,104.9,114.8,0
2016/4/28,12:20:25,63.2,114.83,-0.94,104.4,114.8,0
2016/4/28,12:20:26,63.2,114.83,-0.93,104.4,114.8,0
2016/4/28,12:20:27,63.1,114.81,-0.92,104.7,114.9,0
2016/4/28,12:20:28,63.2,114.83,-0.93,104.4,114.9,0
2016/4/28,12:20:29,63.3,114.87,-0.94,104.7,114.9,0
2016/4/28,12:20:30,63.2,114.83,-0.93,105.2,114.8,0
2016/4/28,12:20:31,63.4,114.83,-0.93,104.4,114.8,0
2016/4/28,12:20:32,63.4,114.83,-0.94,104.6,114.8,0
2016/4/28,12:20:33,63.3,114.85,-0.94,104.3,114.9,0
2016/4/28,12:20:34,63.2,114.85,-0.92,104.5,114.8,0
2016/4/28,12:20:35,63.3,114.85,-0.93,105,114.8,0
2016/4/28,12:20:36,63.4,114.87,-0.94,105,114.9,0
2016/4/28,12:20:37,63.3,114.89,-0.93,104.9,114.8,0
2016/4/28,12:20:38,63.3,114.85,-0.93,105,114.9,0
2016/4/28,12:20:39,63.5,114.85,-0.94,104.6,114.8,0
2016/4/28,12:20:40,63.6,114.89,-0.93,104.4,114.8,0
2016/4/28,12:20:41,63.5,114.85,-0.92,104.3,114.8,0
2016/4/28,12:20:42,63.5,114.91,-0.93,104.3,114.8,0
2016/4/28,12:20:43,63.5,114.93,-0.94,104.6,114.9,0
2016/4/28,12:20:44,63.6,114.89,-0.93,105.2,114.9,0
2016/4/28,12:20:45,63.6,114.91,-0.93,104.9,114.9,0
2016/4/28,12:20:46,63.6,114.93,-0.94,104.8,114.8,0
2016/4/28,12:20:47,63.5,114.87,-0.92,104.7,114.8,0
2016/4/28,12:20:48,63.5,114.89,-0.94,104.4,114.9,0
2016/4/28,12:20:49,63.6,114.91,-0.94,104.2,114.8,0
2016/4/28,12:20:50,63.6,114.91,-0.92,104.3,114.9,0
2016/4/28,12:20:51,63.6,114.91,-0.93,104.9,114.8,0
2016/4/28,12:20:52,63.7,114.93,-0.92,105,114.8,0
2016/4/28,12:20:53,63.7,114.87,-0.92,105,114.8,0
2016/4/28,12:20:54,63.6,114.89,-0.94,104.9,114.9,0
2016/4/28,12:20:55,63.6,114.91,-0.93,104.7,114.9,0
2016/4/28,12:20:56,63.7,114.91,-0.93,104.4,114.8,0
2016/4/28,12:20:57,63.9,114.95,-0.93,104.6,114.8,0
2016/4/28,12:20:58,63.8,114.89,-0.92,104.4,114.8,0
2016/4/28,12:20:59,63.8,114.93,-0.94,104.8,114.8,0
2016/4/28,12:21:00,63.9,114.91,-0.94,105,114.9,0
2016/4/28,12:21:01,63.9,114.91,-0.93,104.9,114.8,0
2016/4/28,12:21:02,63.9,114.91,-0.94,104.8,114.8,0
2016/4/28,12:21:03,64,114.89,-0.92,104.7,114.8,0
2016/4/28,12:21:04,63.9,114.91,-0.93,104.4,114.8,0
2016/4/28,12:21:05,63.9,114.95,-0.93,104.4,114.9,0
2016/4/28,12:21:06,63.9,114.95,-0.92,104.4,114.9,0
2016/4/28,12:21:07,63.9,114.95,-0.94,104.9,114.8,0
2016/4/28,12:21:08,64.1,114.95,-0.93,105.2,114.8,0
2016/4/28,12:21:09,63.9,114.89,-0.93,104.7,114.8,0
2016/4/28,12:21:10,63.9,114.95,-0.94,104.8,114.9,0
2016/4/28,12:21:11,63.9,114.97,-0.93,104.5,114.8,0
2016/4/28,12:21:12,64.1,114.99,-0.93,104.4,114.9,0
2016/4/28,12:21:13,64.2,115.04,-0.94,104.6,114.8,0
2016/4/28,12:21:14,64.2,114.99,-0.92,104.5,114.8,0
2016/4/28,12:21:15,64,115.02,-0.92,105,114.8,0
2016/4/28,12:21:16,64,115.02,-0.94,105,114.8,0
2016/4/28,12:21:17,64,115.02,-0.93,104.7,114.8,0
2016/4/28,12:21:18,64.2,115.02,-0.92,104.5,114.8,0
2016/4/28,12:21:19,64.2,115.02,-0.94,104.4,114.8,0
2016/4/28,12:21:20,64.2,115.04,-0.93,104.3,114.8,0
2016/4/28,12:21:21,64.2,115.02,-0.93,104.5,114.8,0
2016/4/28,12:21:22,64.1,115.04,-0.94,105,114.9,0
2016/4/28,12:21:23,64.1,115.08,-0.94,104.7,114.9,0
2016/4/28,12:21:24,64.2,115.06,-0.93,105.2,114.8,0
2016/4/28,12:21:25,64.4,115.04,-0.94,104.7,114.8,0
2016/4/28,12:21:26,64.4,115.1,-0.94,104.3,114.8,0
2016/4/28,12:21:27,64.3,115.06,-0.92,104.6,114.8,0
2016/4/28,12:21:28,64.5,115.06,-0.93,104.3,114.9,0
2016/4/28,12:21:29,64.2,115.08,-0.94,104.4,114.8,0
2016/4/28,12:21:30,64.4,115.08,-0.94,104.8,114.8,0
2016/4/28,12:21:31,64.4,115.1,-0.92,104.6,114.8,0
2016/4/28,12:21:32,64.4,115.08,-0.93,105.4,114.8,0
2016/4/28,12:21:33,64.6,115.1,-0.94,104.6,114.8,0
2016/4/28,12:21:34,64.5,115.04,-0.92,104.5,114.8,0
2016/4/28,12:21:35,64.5,115.08,-0.93,104.6,114.8,0
2016/4/28,12:21:36,64.4,115.1,-0.94,104.3,114.8,0
2016/4/28,12:21:37,64.3,115.12,-0.93,104.5,114.8,0
2016/4/28,12:21:38,64.4,115.12,-0.92,105,114.8,0
2016/4/28,12:21:39,64.6,115.1,-0.94,105,114.8,0
2016/4/28,12:21:40,64.7,115.12,-0.94,104.7,114.8,0
2016/4/28,12:21:41,64.7,115.06,-0.92,104.8,114.8,0
2016/4/28,12:21:42,64.7,115.08,-0.93,104.5,114.8,0
2016/4/28,12:21:43,64.5,115.1,-0.94,104.1,114.9,0
2016/4/28,12:21:44,64.6,115.08,-0.93,104.2,114.8,0
2016/4/28,12:21:45,64.6,115.12,-0.93,104.5,114.8,0
2016/4/28,12:21:46,64.5,115.06,-0.94,104.9,114.8,0
2016/4/28,12:21:47,64.5,115.04,-0.93,104.9,114.8,0
2016/4/28,12:21:48,64.6,114.99,-0.93,105.2,114.8,0
2016/4/28,12:21:49,64.5,115.02,-0.94,104.6,114.9,0
2016/4/28,12:21:50,64.6,115.04,-0.93,104.2,114.8,0
2016/4/28,12:21:51,64.8,115.04,-0.92,104.4,114.8,0
2016/4/28,12:21:52,64.8,115.02,-0.93,104.4,114.8,0
2016/4/28,12:21:53,64.8,115.04,-0.93,104.7,114.8,0
2016/4/28,12:21:54,64.9,114.95,-0.92,105.2,114.9,0
2016/4/28,12:21:55,64.9,114.91,-0.93,105,114.9,0
2016/4/28,12:21:56,64.7,114.97,-0.94,104.9,114.8,0
2016/4/28,12:21:57,64.6,114.93,-0.92,104.6,114.8,0
2016/4/28,12:21:58,64.9,114.91,-0.93,104.6,114.8,0
2016/4/28,12:21:59,64.9,114.91,-0.93,104.2,114.8,0
2016/4/28,12:22:00,64.9,114.85,-0.92,104.7,114.8,0
2016/4/28,12:22:01,64.9,114.89,-0.93,104.7,114.8,0
2016/4/28,12:22:02,64.8,114.85,-0.94,105,114.8,0
2016/4/28,12:22:03,64.9,114.83,-0.93,104.8,114.8,0
2016/4/28,12:22:04,64.9,114.81,-0.93,104.5,114.8,0
2016/4/28,12:22:05,64.9,114.81,-0.94,104.5,114.8,0
2016/4/28,12:22:06,65.1,114.76,-0.92,104.5,114.8,0
2016/4/28,12:22:07,65.1,114.74,-0.94,104.6,114.9,0
2016/4/28,12:22:08,65.2,114.76,-0.94,104.6,114.9,0
2016/4/28,12:22:09,65.2,114.72,-0.94,104.5,114.8,0
2016/4/28,12:22:10,65.2,114.7,-0.92,105,114.8,0
2016/4/28,12:22:11,65.1,114.64,-0.94,105,114.8,0
2016/4/28,12:22:12,65.1,114.68,-0.93,104.3,114.9,0
2016/4/28,12:22:13,65.2,114.62,-0.93,104.8,114.9,0
2016/4/28,12:22:14,65.2,114.62,-0.93,104.5,114.8,0
2016/4/28,12:22:15,65.2,114.64,-0.94,104.3,114.9,0
2016/4/28,12:22:16,65.1,114.64,-0.94,104.6,114.8,0
2016/4/28,12:22:17,65.1,114.6,-0.92,104.8,114.8,0
2016/4/28,12:22:18,65.1,114.58,-0.93,104.9,114.8,0
2016/4/28,12:22:19,65.3,114.58,-0.94,104.5,114.8,0
2016/4/28,12:22:20,65.2,114.53,-0.94,104.4,114.8,0
2016/4/28,12:22:21,65,114.53,-0.92,104.4,114.8,0
2016/4/28,12:22:22,65.2,114.51,-0.94,104.4,114.8,0
2016/4/28,12:22:23,65.3,114.58,-0.94,104.3,114.8,0
2016/4/28,12:22:24,65.3,114.51,-0.92,104.8,114.9,0
2016/4/28,12:22:25,65.2,114.49,-0.94,105.2,114.8,0
2016/4/28,12:22:26,65.3,114.49,-0.94,104.9,114.8,0
2016/4/28,12:22:27,65.2,114.45,-0.92,105,114.8,0
2016/4/28,12:22:28,65.4,114.47,-0.94,104.2,114.8,0
2016/4/28,12:22:29,65.5,114.49,-0.94,104.1,114.9,0
2016/4/28,12:22:30,65.4,114.47,-0.93,104.4,114.9,0
2016/4/28,12:22:31,65.5,114.45,-0.92,104.4,114.8,0
2016/4/28,12:22:32,65.7,114.47,-0.94,104.8,114.8,0
2016/4/28,12:22:33,65.5,114.41,-0.92,105.2,114.8,0
2016/4/28,12:22:34,65.4,114.41,-0.93,105,114.8,0
2016/4/28,12:22:35,65.6,114.41,-0.94,104.5,114.9,0
2016/4/28,12:22:36,65.6,114.39,-0.92,104.4,114.9,0
2016/4/28,12:22:37,65.6,114.41,-0.94,104.3,114.8,0
2016/4/28,12:22:38,65.6,114.41,-0.93,104.3,114.8,0
2016/4/28,12:22:39,65.8,114.39,-0.92,104.5,114.8,0
2016/4/28,12:22:40,65.8,114.39,-0.94,104.6,114.9,0
2016/4/28,12:22:41,65.7,114.35,-0.93,104.8,114.9,0
2016/4/28,12:22:42,65.6,114.35,-0.94,104.7,114.8,0
2016/4/28,12:22:43,65.6,114.37,-0.93,104.8,114.8,0
2016/4/28,12:22:44,65.7,114.35,-0.93,104.3,114.8,0
2016/4/28,12:22:45,65.7,114.41,-0.94,104.1,114.8,0
2016/4/28,12:22:46,65.8,114.37,-0.92,104.6,114.9,0
2016/4/28,12:22:47,65.8,114.41,-0.93,104.5,114.9,0
2016/4/28,12:22:48,65.6,114.41,-0.93,104.9,114.8,0
2016/4/28,12:22:49,65.7,114.37,-0.94,105,114.8,0
2016/4/28,12:22:50,65.8,114.39,-0.94,104.5,114.8,0
2016/4/28,12:22:51,65.8,114.39,-0.93,104.7,114.8,0
2016/4/28,12:22:52,65.8,114.43,-0.94,104.3,114.9,0
2016/4/28,12:22:53,65.9,114.41,-0.92,104.4,114.8,0
2016/4/28,12:22:54,65.7,114.45,-0.94,104.8,114.8,0
2016/4/28,12:22:55,65.9,114.47,-0.93,104.6,114.8,0
2016/4/28,12:22:56,65.9,114.43,-0.93,105,114.8,0
2016/4/28,12:22:57,65.8,114.45,-0.93,104.9,114.9,0
2016/4/28,12:22:58,66,114.41,-0.93,104.5,114.8,0
2016/4/28,12:22:59,66,114.45,-0.94,104.4,114.9,0
2016/4/28,12:23:00,66,114.45,-0.92,104.4,114.8,0
2016/4/28,12:23:01,66,114.51,-0.93,104.3,114.8,0
2016/4/28,12:23:02,66,114.51,-0.93,105,114.9,0
2016/4/28,12:23:03,65.9,114.51,-0.93,104.5,114.8,0
2016/4/28,12:23:04,65.9,114.53,-0.94,104.8,114.9,0
2016/4/28,12:23:05,66,114.51,-0.92,105,114.8,0
2016/4/28,12:23:06,66,114.53,-0.94,104.6,114.8,0
2016/4/28,12:23:07,66,114.58,-0.93,104.3,114.8,0
2016/4/28,12:23:08,66.1,114.53,-0.92,104.2,114.8,0
2016/4/28,12:23:09,66.1,114.6,-0.94,104.1,114.9,0
2016/4/28,12:23:10,66,114.6,-0.93,104.9,114.9,0
2016/4/28,12:23:11,66.1,114.6,-0.92,105.2,114.8,0
2016/4/28,12:23:12,66,114.64,-0.94,104.8,114.8,0
2016/4/28,12:23:13,66,114.62,-0.93,104.9,114.8,0
2016/4/28,12:23:14,66.2,114.62,-0.94,104.6,114.9,0
2016/4/28,12:23:15,66.3,114.66,-0.94,104.1,114.8,0
2016/4/28,12:23:16,66.2,114.68,-0.93,104.4,114.8,0
2016/4/28,12:23:17,66.3,114.7,-0.93,104.3,114.8,0
2016/4/28,12:23:18,66.3,114.74,-0.93,104.6,114.8,0
2016/4/28,12:23:19,66.4,114.66,-0.92,105.2,114.9,0
2016/4/28,12:23:20,66.4,114.7,-0.94,104.8,114.9,0
2016/4/28,12:23:21,66.3,114.74,-0.94,104.6,114.9,0
2016/4/28,12:23:22,66.2,114.74,-0.93,104.5,114.8,0
2016/4/28,12:23:23,66.2,114.79,-0.93,104.5,114.8,0
2016/4/28,12:23:24,66.3,114.79,-0.94,104.3,114.8,0
2016/4/28,12:23:25,66.5,114.81,-0.93,104.4,114.8,0
2016/4/28,12:23:26,66.5,114.79,-0.92,105,114.9,0
2016/4/28,12:23:27,66.5,114.81,-0.94,104.9,114.9,0
2016/4/28,12:23:28,66.5,114.81,-0.94,104.5,114.8,0
2016/4/28,12:23:29,66.4,114.81,-0.93,104.7,114.8,0
2016/4/28,12:23:30,66.3,114.83,-0.93,104.6,114.8,0
2016/4/28,12:23:31,66.5,114.85,-0.94,104.3,114.8,0
2016/4/28,12:23:32,66.6,114.85,-0.92,104.9,114.8,0
2016/4/28,12:23:33,66.6,114.83,-0.93,104.5,114.8,0
2016/4/28,12:23:34,66.6,114.87,-0.94,104.8,114.9,0
2016/4/28,12:23:35,66.7,114.83,-0.93,105.2,114.8,0
2016/4/28,12:23:36,66.6,114.83,-0.92,104.5,114.9,0
2016/4/28,12:23:37,66.4,114.85,-0.94,105.2,114.9,0
2016/4/28,12:23:38,66.6,114.87,-0.94,104.3,114.8,0
2016/4/28,12:23:39,66.8,114.85,-0.92,104.4,114.9,0
2016/4/28,12:23:40,66.8,114.87,-0.94,104.5,114.9,0
2016/4/28,12:23:41,66.6,114.91,-0.94,104.2,114.8,0
2016/4/28,12:23:42,66.6,114.87,-0.92,105,114.9,0
2016/4/28,12:23:43,66.6,114.91,-0.94,104.9,114.8,0
2016/4/28,12:23:44,66.7,114.89,-0.93,104.6,114.8,0
2016/4/28,12:23:45,66.8,114.87,-0.92,104.7,114.8,0
2016/4/28,12:23:46,66.8,114.91,-0.94,104.6,114.8,0
2016/4/28,12:23:47,66.8,114.93,-0.93,104.1,114.9,0
2016/4/28,12:23:48,66.8,114.97,-0.93,104.6,114.8,0
2016/4/28,12:23:49,66.7,114.93,-0.94,105,114.8,0
2016/4/28,12:23:50,66.7,114.99,-0.93,104.9,114.8,0
2016/4/28,12:23:51,66.8,114.91,-0.92,105.2,114.9,0
2016/4/28,12:23:52,66.7,114.93,-0.94,104.7,114.9,0
2016/4/28,12:23:53,66.8,114.95,-0.94,104.2,114.9,0
2016/4/28,12:23:54,66.9,114.95,-0.92,104.3,114.9,0
2016/4/28,12:23:55,66.8,114.97,-0.94,104.5,114.8,0
2016/4/28,12:23:56,66.9,114.99,-0.93,104.6,114.8,0
2016/4/28,12:23:57,66.9,114.99,-0.92,104.8,114.8,0
2016/4/28,12:23:58,66.9,114.99,-0.94,105,114.9,0
2016/4/28,12:23:59,67,114.99,-0.93,105.2,114.9,0
2016/4/28,12:24:00,67,114.97,-0.92,104.6,114.8,0
2016/4/28,12:24:01,66.9,115.02,-0.93,104.4,114.8,0
2016/4/28,12:24:02,66.9,114.99,-0.93,104.4,114.8,0
2016/4/28,12:24:03,67,114.95,-0.92,104.4,114.8,0
2016/4/28,12:24:04,67.1,114.97,-0.93,104.9,114.9,0
2016/4/28,12:24:05,67,114.99,-0.94,104.8,114.9,0
2016/4/28,12:24:06,67,114.99,-0.93,104.8,114.8,0
2016/4/28,12:24:07,67.1,114.93,-0.93,105,114.8,0
2016/4/28,12:24:08,67,114.95,-0.94,104.8,114.8,0
2016/4/28,12:24:09,67.1,114.97,-0.94,104.3,114.9,0
2016/4/28,12:24:10,67.1,114.97,-0.93,104.6,114.8,0
2016/4/28,12:24:11,67.1,114.93,-0.93,104.3,114.8,0
2016/4/28,12:24:12,67.1,114.95,-0.93,104.6,114.8,0
2016/4/28,12:24:13,67.2,114.93,-0.94,104.9,114.9,0
2016/4/28,12:24:14,67.3,114.91,-0.93,104.7,114.9,0
2016/4/28,12:24:15,67.3,114.91,-0.92,105,114.8,0
2016/4/28,12:24:16,67.1,114.91,-0.93,104.4,114.9,0
2016/4/28,12:24:17,67.2,114.95,-0.94,104.2,114.8,0
2016/4/28,12:24:18,67.4,114.95,-0.93,104.5,114.8,0
2016/4/28,12:24:19,67.4,114.91,-0.92,104.4,114.8,0
2016/4/28,12:24:20,67.2,114.93,-0.94,105,114.8,0
2016/4/28,12:24:21,67.4,114.95,-0.94,104.9,114.9,0
2016/4/28,12:24:22,67.6,114.93,-0.93,104.6,114.8,0
2016/4/28,12:24:23,67.5,114.91,-0.92,105.2,114.8,0
2016/4/28,12:24:24,67.4,114.91,-0.93,104.6,114.8,0
2016/4/28,12:24:25,67.3,114.95,-0.94,104.3,114.8,0
2016/4/28,12:24:26,67.4,114.95,-0.93,104.6,114.9,0
2016/4/28,12:24:27,67.5,114.89,-0.92,104.4,114.9,0
2016/4/28,12:24:28,67.3,114.91,-0.94,104.6,114.8,0
2016/4/28,12:24:29,67.6,114.91,-0.94,104.9,114.8,0
2016/4/28,12:24:30,67.5,114.91,-0.93,104.8,114.8,0
2016/4/28,12:24:31,67.4,114.91,-0.92,104.3,114.9,0
2016/4/28,12:24:32,67.5,114.89,-0.94,104.6,114.8,0
2016/4/28,12:24:33,67.4,114.95,-0.94,104.2,114.9,0
2016/4/28,12:24:34,67.3,114.95,-0.92,104.6,114.8,0
2016/4/28,12:24:35,67.6,114.93,-0.93,104.8,114.8,0
2016/4/28,12:24:36,67.6,114.95,-0.94,105,114.8,0
2016/4/28,12:24:37,67.6,114.95,-0.94,104.9,114.8,0
2016/4/28,12:24:38,67.7,114.93,-0.93,104.7,114.9,0
2016/4/28,12:24:39,67.7,114.93,-0.93,104.4,114.8,0
2016/4/28,12:24:40,67.7,114.93,-0.94,104.6,114.8,0
2016/4/28,12:24:41,67.8,114.95,-0.93,104.5,114.8,0
2016/4/28,12:24:42,67.7,114.95,-0.93,104.6,114.8,0
2016/4/28,12:24:43,67.7,114.99,-0.94,104.7,114.9,0
2016/4/28,12:24:44,67.6,114.95,-0.94,104.7,114.9,0
2016/4/28,12:24:45,67.6,114.95,-0.92,105,114.8,0
2016/4/28,12:24:46,67.7,114.95,-0.94,104.4,114.8,0
